STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"36","005","020601","36005020601","206.01",Census Tract 206.01,G5020,S,"151551","0","+40.8366476","-073.8505404"
"36","005","026300","36005026300","263",Census Tract 263,G5020,S,"158787","0","+40.8647667","-073.9044668"
"36","005","029700","36005029700","297",Census Tract 297,G5020,S,"232730","0","+40.8849310","-073.9118383"
"36","005","043100","36005043100","431",Census Tract 431,G5020,S,"214577","0","+40.8795983","-073.8716160"
"36","005","042000","36005042000","420",Census Tract 420,G5020,S,"150497","0","+40.8930261","-073.8598556"
"36","005","007400","36005007400","74",Census Tract 74,G5020,S,"187162","0","+40.8194734","-073.8528608"
"36","005","028800","36005028800","288",Census Tract 288,G5020,S,"336192","0","+40.8542921","-073.8514721"
"36","005","013300","36005013300","133",Census Tract 133,G5020,S,"161159","0","+40.8228226","-073.9034850"
"36","005","017100","36005017100","171",Census Tract 171,G5020,S,"174589","0","+40.8404231","-073.9075041"
"36","005","045101","36005045101","451.01",Census Tract 451.01,G5020,S,"176003","0","+40.8974545","-073.8643137"
"36","005","008300","36005008300","83",Census Tract 83,G5020,S,"213932","0","+40.8136778","-073.9018400"
"36","005","040400","36005040400","404",Census Tract 404,G5020,S,"215289","0","+40.8861691","-073.8513487"
"36","005","046000","36005046000","460",Census Tract 460,G5020,S,"287815","0","+40.8824438","-073.8426481"
"36","005","022800","36005022800","228",Census Tract 228,G5020,S,"172197","0","+40.8534896","-073.8635363"
"36","005","025200","36005025200","252",Census Tract 252,G5020,S,"190715","0","+40.8471320","-073.8549662"
"36","005","023501","36005023501","235.01",Census Tract 235.01,G5020,S,"68200","0","+40.8521471","-073.9045719"
"36","005","036501","36005036501","365.01",Census Tract 365.01,G5020,S,"95827","0","+40.8454083","-073.8857769"
"36","005","040304","36005040304","403.04",Census Tract 403.04,G5020,S,"67355","0","+40.8676699","-073.8951873"
"36","005","003800","36005003800","38",Census Tract 38,G5020,S,"63397","0","+40.8202946","-073.8633435"
"36","005","020400","36005020400","204",Census Tract 204,G5020,S,"134282","0","+40.8408659","-073.8508567"
"36","005","003300","36005003300","33",Census Tract 33,G5020,S,"152385","0","+40.8082418","-073.9119436"
"36","005","037100","36005037100","371",Census Tract 371,G5020,S,"198178","0","+40.8472204","-073.8873781"
"36","005","013100","36005013100","131",Census Tract 131,G5020,S,"230967","0","+40.8259541","-073.8978983"
"36","081","092900","36081092900","929",Census Tract 929,G5020,S,"956919","2446820","+40.7894348","-073.8597684"
"36","119","005500","36119005500","55",Census Tract 55,G5020,S,"3490858","107413","+40.8930678","-073.8059277"
"36","005","006500","36005006500","65",Census Tract 65,G5020,S,"261808","0","+40.8173984","-073.9216592"
"36","005","020200","36005020200","202",Census Tract 202,G5020,S,"124809","0","+40.8384912","-073.8475792"
"36","005","015700","36005015700","157",Census Tract 157,G5020,S,"319009","0","+40.8329991","-073.8854500"
"36","005","005200","36005005200","52",Census Tract 52,G5020,S,"182689","0","+40.8256291","-073.8824329"
"36","081","033100","36081033100","331",Census Tract 331,G5020,S,"2837110","2193944","+40.7749300","-073.8737580"
"36","061","023600","36061023600","236",Census Tract 236,G5020,S,"263159","127979","+40.8249736","-073.9354598"
"36","061","024000","36061024000","240",Census Tract 240,G5020,S,"2183933","793007","+40.7910329","-073.9200395"
"36","061","024302","36061024302","243.02",Census Tract 243.02,G5020,S,"213259","113258","+40.8316801","-073.9374382"
"36","061","029700","36061029700","297",Census Tract 297,G5020,S,"948118","1006331","+40.8717465","-073.9247883"
"36","061","030900","36061030900","309",Census Tract 309,G5020,S,"302751","0","+40.8758478","-073.9103731"
"36","061","029900","36061029900","299",Census Tract 299,G5020,S,"616053","322917","+40.8665217","-073.9152652"
"36","061","031100","36061031100","311",Census Tract 311,G5020,S,"730774","312736","+40.8467498","-073.9296801"
"36","005","024000","36005024000","240",Census Tract 240,G5020,S,"239776","0","+40.8416234","-073.8688760"
"36","005","023000","36005023000","230",Census Tract 230,G5020,S,"159383","0","+40.8492873","-073.8660154"
"36","005","023200","36005023200","232",Census Tract 232,G5020,S,"142706","0","+40.8469746","-073.8633164"
"36","005","023302","36005023302","233.02",Census Tract 233.02,G5020,S,"62577","0","+40.8481852","-073.9047291"
"36","005","023502","36005023502","235.02",Census Tract 235.02,G5020,S,"96240","0","+40.8512926","-073.9034696"
"36","005","023600","36005023600","236",Census Tract 236,G5020,S,"92075","0","+40.8450907","-073.8672583"
"36","005","023900","36005023900","239",Census Tract 239,G5020,S,"178487","0","+40.8589133","-073.9028682"
"36","005","024300","36005024300","243",Census Tract 243,G5020,S,"150432","0","+40.8524282","-073.9115345"
"36","005","024600","36005024600","246",Census Tract 246,G5020,S,"152436","0","+40.8516098","-073.8611557"
"36","005","025000","36005025000","250",Census Tract 250,G5020,S,"181709","0","+40.8517064","-073.8557006"
"36","005","024700","36005024700","247",Census Tract 247,G5020,S,"145941","2672","+40.8551123","-073.9187947"
"36","005","024800","36005024800","248",Census Tract 248,G5020,S,"277912","0","+40.8553409","-073.8584097"
"36","005","024900","36005024900","249",Census Tract 249,G5020,S,"173728","0","+40.8574375","-073.9131413"
"36","005","025300","36005025300","253",Census Tract 253,G5020,S,"124458","0","+40.8610069","-073.9045549"
"36","005","025400","36005025400","254",Census Tract 254,G5020,S,"169924","0","+40.8484985","-073.8524773"
